RepRapFirmware height map file v2 generated at 2020-02-24 16:47, min error -0.179, max error -0.017, mean -0.086, deviation 0.066
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
30.00,280.00,30.00,280.00,-1.00,250.00,250.00,2,2
 -0.031, -0.116
 -0.017, -0.179
